,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
446,China,Asia,"Alibaba Group, Goldman Sachs",https://www.crunchbase.com/organization/suning-sports,https://images.crunchbase.com/image/upload/t_cb-default-original/ngvgsjapkihder26dfhe,Suning Sports,$3B,$600M
447,Brazil,South America,"General Atlantic, SOFTBANK Latin America Ventures",https://www.crunchbase.com/organization/acesso-digital,https://images.crunchbase.com/image/upload/t_cb-default-original/bl33jvtvjj0sa13jtuwn,unico IDtech,$3B,$337M
448,Singapore,Asia,"Alpha Wave Global, Tiger Global Management",https://www.crunchbase.com/organization/moglix,https://images.crunchbase.com/image/upload/t_cb-default-original/pshjgm1czpntdb0e1sov,Moglix,$3B,$472M
449,France,Europe,Dragoneer Investment Group,https://www.crunchbase.com/organization/manomano,https://images.crunchbase.com/image/upload/t_cb-default-original/zmuktenzw7xbyscaufry,ManoMano,$3B,$706M
450,Italy,Europe,Durable Capital Partners,https://www.crunchbase.com/organization/bending-spoons,https://images.crunchbase.com/image/upload/t_cb-default-original/djapsgdeinefd654ytga,Bending Spoons,$3B,$297M
451,Finland,Europe,"Elysian Park Ventures, TCG",https://www.crunchbase.com/organization/%C5%8Cura,https://images.crunchbase.com/image/upload/t_cb-default-original/ssh8s1gm7yaej5jltmnv,Oura,$3B,$148M
452,China,Asia,"China Life Insurance, CICC",https://www.crunchbase.com/organization/jusda,https://images.crunchbase.com/image/upload/t_cb-default-original/stc16t5u7ubb1agnm8j9,Jusda,$3B,$356M
453,China,Asia,National Manufacturing Transformation and Upgrading Fund,https://www.crunchbase.com/organization/fujian-deer-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/yyv9zsri2wdgsv6ddh29,Fujian Deer Technology,$3B,$477M
454,United States,North America,Siris Capital Group,https://www.crunchbase.com/organization/mavenir,https://images.crunchbase.com/image/upload/t_cb-default-original/vkhohbzyct5wy1mbywxm,Mavenir,$3B,$935M
455,United States,North America,BMW i Ventures,https://www.crunchbase.com/organization/jetti-resources,https://images.crunchbase.com/image/upload/t_cb-default-original/bzbj2sqdijzbpuaqjfhw,Jetti Resources,$3B,$169M
456,Australia,Oceania,Temasek Holdings,https://www.crunchbase.com/organization/immutable-systems,https://images.crunchbase.com/image/upload/t_cb-default-original/wr3wrn4qo8yvke60rmzy,Immutable Systems,$3B,$277M
457,United States,North America,GIC,https://www.crunchbase.com/organization/chainalysis,https://images.crunchbase.com/image/upload/t_cb-default-original/jxod8zbn0gg5ryjva7ri,Chainalysis,$3B,$537M
458,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/side-5e5b,https://images.crunchbase.com/image/upload/t_cb-default-original/oqb3qufhqjxgvjodfkdg,Side,$3B,$264M
459,United States,North America,Wellington Management,https://www.crunchbase.com/organization/somatus,https://images.crunchbase.com/image/upload/t_cb-default-original/eogftk4tqqaybo8j52k8,Somatus,$3B,$465M
460,United States,North America,Coatue,https://www.crunchbase.com/organization/sifive,https://images.crunchbase.com/image/upload/t_cb-default-original/ihz1xgdystthc2mals2g,SiFive,$3B,$366M
461,India,Asia,Malabar Investment Advisors,https://www.crunchbase.com/organization/play-games24x7-pvt-ltd,https://images.crunchbase.com/image/upload/t_cb-default-original/gunoonaz8ruht42a6pfe,Games24x7,$3B,$75M
462,United States,North America,New Enterprise Associates,https://www.crunchbase.com/organization/uniphore,https://images.crunchbase.com/image/upload/t_cb-default-original/binm5mxyyq57wne2mif7,Uniphore,$3B,$607M
463,India,Asia,MARS Unicorn Fund,https://www.crunchbase.com/organization/infra-market,https://images.crunchbase.com/image/upload/t_cb-default-original/k5fs0xidnl6niaouuian,Infra.Market,$3B,$374M
464,United States,North America,Robert Downey Jr.,https://www.crunchbase.com/organization/aura-company,https://images.crunchbase.com/image/upload/t_cb-default-original/abeibikgocwvoeoq4bda,Aura,$3B,$523M
465,United States,North America,Permira,https://www.crunchbase.com/organization/sysdig,https://images.crunchbase.com/image/upload/t_cb-default-original/f6rrft1qrpbpau5amvhg,Sysdig,$3B,$730M
466,United States,North America,Hamilton Lane,https://www.crunchbase.com/organization/fetch-rewards,https://images.crunchbase.com/image/upload/t_cb-default-original/kgsjjyxkiwgfvrglgisp,Fetch,$3B,$582M
467,Cayman Islands,North America,,https://www.crunchbase.com/organization/wormhole-f145,https://images.crunchbase.com/image/upload/t_cb-default-original/hjywgzwqicvrkl0yd7en,Wormhole,$3B,$225M
468,China,Asia,Alibaba Group,https://www.crunchbase.com/organization/minimax-a48a,https://images.crunchbase.com/image/upload/t_cb-default-original/a8wq23oafhslgwxkgvsu,MiniMax,$3B,$850M
469,Israel,Asia,China Minsheng Financial Holdings,https://www.crunchbase.com/organization/etoro,https://images.crunchbase.com/image/upload/t_cb-default-original/iclberphge7gnwbyqffl,eToro,$3B,$473M
470,Israel,Asia,D2 Investments,https://www.crunchbase.com/organization/drivenets,https://images.crunchbase.com/image/upload/t_cb-default-original/eylwphtcezqnvjirpu2i,DriveNets,$3B,$587M
471,United States,North America,Warburg Pincus,https://www.crunchbase.com/organization/varo-money,https://images.crunchbase.com/image/upload/t_cb-default-original/zbef9iiv25zmtvtbnwol,Varo Bank,$3B,$1B
472,United States,North America,Twilio,https://www.crunchbase.com/organization/syniverse-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/gfgcj1q8vqhkysouf32m,Syniverse,$3B,$753M
473,China,Asia,SDIC Venture Capital,https://www.crunchbase.com/organization/cambricon-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/lzudnzka1yauyf8vlqu6,Cambricon Technologies,$3B,$200M
474,United States,North America,Rhône Group,https://www.crunchbase.com/organization/vistajet,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VistaJet,$3B,$150M
475,China,Asia,Marubeni,https://www.crunchbase.com/organization/byton,https://images.crunchbase.com/image/upload/t_cb-default-original/xcge3tf8lruay6p75bby,BYTON,$3B,$1B
476,Germany,Europe,Apollo,https://www.crunchbase.com/organization/autodoc-gmbh,https://images.crunchbase.com/image/upload/t_cb-default-original/y7il8lknsfjaefdnkcux,Autodoc,$2B,$0
477,Argentina,South America,"SOFTBANK Latin America Ventures, Tencent",https://www.crunchbase.com/organization/uala,https://images.crunchbase.com/image/upload/t_cb-default-original/srzjdasajekaxcbz00pa,Ualá,$2B,$544M
478,United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/vanta,https://images.crunchbase.com/image/upload/t_cb-default-original/d32a562b950040809c44008c39ff0015,Vanta,$2B,$353M
479,United States,North America,Siemens Financial Services,https://www.crunchbase.com/organization/electrify-america,https://images.crunchbase.com/image/upload/t_cb-default-original/f3lzytot9tzvcow69dcz,Electrify America,$2B,$450M
480,China,Asia,Industrial Bank,https://www.crunchbase.com/organization/dmall,https://images.crunchbase.com/image/upload/t_cb-default-original/zmvnxputoazkzyauwm1y,DMALL,$2B,$528M
481,Singapore,Asia,Hillhouse Investment,https://www.crunchbase.com/organization/star-charge,https://images.crunchbase.com/image/upload/t_cb-default-original/itqmfe12gyc19x3pb0x2,Star Charge,$2B,$125M
482,United States,North America,T. Rowe Price,https://www.crunchbase.com/organization/abl-space-systems,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ABL Space Systems,$2B,$459M
483,United States,North America,Durable Capital Partners,https://www.crunchbase.com/organization/honeybook,https://images.crunchbase.com/image/upload/t_cb-default-original/tkpmwkhygxd8yltooa5s,HoneyBook,$2B,$498M
484,United States,North America,"Baillie Gifford, Madrone Capital Partners",https://www.crunchbase.com/organization/carbon3d,https://images.crunchbase.com/image/upload/t_cb-default-original/fuqdtu9kldmzqpvq00kf,Carbon,$2B,$683M
485,United States,North America,MercadoLibre,https://www.crunchbase.com/organization/paxos,https://images.crunchbase.com/image/upload/t_cb-default-original/w1x5ugql1iq84tmq7czx,Paxos,$2B,$543M
486,United States,North America,Moody's Investors Service,https://www.crunchbase.com/organization/bitsight,https://images.crunchbase.com/image/upload/t_cb-default-original/a8bv4gddkvnzoqcl4tnn,BitSight,$2B,$398M
487,United States,North America,Owl Rock Capital,https://www.crunchbase.com/organization/exabeam,https://images.crunchbase.com/image/upload/t_cb-default-original/81863a2c3b7d4c97b04e5a69914e26e6,Exabeam,$2B,$391M
488,United States,North America,"EQT Growth, General Atlantic",https://www.crunchbase.com/organization/gympass,https://images.crunchbase.com/image/upload/t_cb-default-original/kudcw34tpcskpx7dkk7k,Gympass,$2B,$605M
489,United Kingdom,Europe,Barings,https://www.crunchbase.com/organization/accelerant-3396,https://images.crunchbase.com/image/upload/t_cb-default-original/vincjlaykmuq4cjfdcyj,Accelerant,$2B,$343M
490,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/rokt,https://images.crunchbase.com/image/upload/t_cb-default-original/jqom7hyg4qayjzqoeyxu,ROKT,$2B,$487M
491,United States,North America,Point Break Capital Management,https://www.crunchbase.com/organization/trumid,https://images.crunchbase.com/image/upload/t_cb-default-original/xsahruy4m9mrkv21cxkm,Trumid,$2B,$458M
492,United States,North America,"Fidelity, TPG Rise Climate Fund",https://www.crunchbase.com/organization/beta-technologies-1ecd,https://images.crunchbase.com/image/upload/t_cb-default-original/bjl9umdvfyj7ha4toomd,Beta Technologies,$2B,$886M
493,India,Asia,Patient Capital,https://www.crunchbase.com/organization/oyo-rooms,https://images.crunchbase.com/image/upload/t_cb-default-original/xb5okcgxsqzfktlqjbhp,OYO,$2B,$3B
494,United Kingdom,Europe,TSG Consumer Partners,https://www.crunchbase.com/organization/brewdog,https://images.crunchbase.com/image/upload/t_cb-default-original/cbmgpe4rxe08gk5wvoct,BrewDog,$2B,$248M
495,China,Asia,Yichang Boyue Investment Management,https://www.crunchbase.com/organization/yitu-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/esdtynnz5dq7hagsmtbz,Yitu Technology,$2B,$401M
496,Australia,Oceania,Insight Partners,https://www.crunchbase.com/organization/go1,https://images.crunchbase.com/image/upload/t_cb-default-original/nz5lgduztkytz3ndts2g,Go1,$2B,$414M
497,Germany,Europe,"Activate Capital Partners, The Westly Group",https://www.crunchbase.com/organization/enpal,https://images.crunchbase.com/image/upload/t_cb-default-original/uyzyflw134l5gbvt21ub,Enpal,$2B,$523M
498,China,Asia,Chengtong Mixed Reform,https://www.crunchbase.com/organization/beijing-weilan-new-energy-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/ifpimzwkcx6mzop3cweg,Beijing Weilan New Energy Technology,$2B,$303M
499,Spain,Europe,"Kinnevik, SoftBank Vision Fund",https://www.crunchbase.com/organization/jobandtalent,https://images.crunchbase.com/image/upload/t_cb-default-original/dohljtgcm5ojr0gargrc,Job&Talent,$2B,$890M
500,United Kingdom,Europe,CPP Investments,https://www.crunchbase.com/organization/bgl-group-peterborough-united-kingdom,https://images.crunchbase.com/image/upload/t_cb-default-original/qx05jhnhncd7fhokoa9o,BGL Group,$2B,$696M
501,Australia,Oceania,,https://www.crunchbase.com/organization/latitude-financial-services,https://images.crunchbase.com/image/upload/t_cb-default-original/eyngijuujdkldm6azejk,Latitude Financial Services,$2B,$0
502,United States,North America,Fidelity,https://www.crunchbase.com/organization/bowery-farming-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/xun88lgucapm6x34v8zk,Bowery Farming,$2B,$476M
503,United States,North America,Baillie Gifford,https://www.crunchbase.com/organization/uptake-3,https://images.crunchbase.com/image/upload/t_cb-default-original/sbntieyhgsoiwneet8f3,Uptake Technologies,$2B,$218M
504,India,Asia,Legatum,https://www.crunchbase.com/organization/mobile-premier-league-mpl,https://images.crunchbase.com/image/upload/t_cb-default-original/ylbqajwtxoxnffrfxbid,Mobile Premier League,$2B,$376M
505,Singapore,Asia,"GIC, Insight Partners",https://www.crunchbase.com/organization/coda-payments,https://images.crunchbase.com/image/upload/t_cb-default-original/inwn8xcjsdty0on00lee,Coda Payments,$2B,$715M
506,United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/greenlight-com,https://images.crunchbase.com/image/upload/t_cb-default-original/fetndyufrllks5uv33id,Greenlight,$2B,$557M
507,United States,North America,Spark Capital,https://www.crunchbase.com/organization/headway-6412,https://images.crunchbase.com/image/upload/t_cb-default-original/igyb6koiyjc3w5ilgld6,Headway,$2B,$326M
508,United States,North America,Lone Pine Capital,https://www.crunchbase.com/organization/algolia,https://images.crunchbase.com/image/upload/t_cb-default-original/ed7be702acae4794b58b2eac68dd06fe,Algolia,$2B,$334M
509,United States,North America,Amber Group,https://www.crunchbase.com/organization/1inch-limited,https://images.crunchbase.com/image/upload/t_cb-default-original/nlmmg7qyfwczxruahvjk,1inch Limited,$2B,$190M
510,United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/story-protocol,https://images.crunchbase.com/image/upload/t_cb-default-original/klqdgzvxqzxo7z6as6xn,Story Protocol,$2B,$134M
511,India,Asia,Ronnie Screwvala,https://www.crunchbase.com/organization/upgrad,https://images.crunchbase.com/image/upload/t_cb-default-original/m1pj0cm75vi407vd9bvj,UpGrad,$2B,$662M
512,China,Asia,Beijing State-owned Capital Operations and Management,https://www.crunchbase.com/organization/qianxun-spatial-intelligence,https://images.crunchbase.com/image/upload/t_cb-default-original/js8cinbkpf627ux7owwk,Qianxun Spatial Intelligence,$2B,$141M
513,United States,North America,Knox Lane,https://www.crunchbase.com/organization/pattern-9b1a,https://images.crunchbase.com/image/upload/t_cb-default-original/otr5tgaocefevk9i2sp1,Pattern,$2B,$277M
514,China,Asia,Jinan Industrial Development Group,https://www.crunchbase.com/organization/huimin,https://images.crunchbase.com/image/upload/t_cb-default-original/duatcfm3yty3ymyvhtnn,Huimin,$2B,$517M
515,United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/current-6,https://images.crunchbase.com/image/upload/t_cb-default-original/ga5ixbccyhyjbty8pd8g,Current,$2B,$402M
516,Mexico,North America,"Coatue, Tiger Global Management",https://www.crunchbase.com/organization/bitso,https://images.crunchbase.com/image/upload/t_cb-default-original/utoaz0oumczgqsbecefw,Bitso,$2B,$315M
517,United States,North America,Altimeter Capital,https://www.crunchbase.com/organization/modern-treasury,https://images.crunchbase.com/image/upload/t_cb-default-original/wizsxy2cj3m8g7yoanpw,Modern Treasury,$2B,$183M
518,China,Asia,"CS Capital, Trustbridge Partners",https://www.crunchbase.com/organization/g7,https://images.crunchbase.com/image/upload/t_cb-default-original/kqenehpolyfxwuhyrg6w,G7,$2B,$710M
519,United States,North America,Goldman Sachs Asset Management,https://www.crunchbase.com/organization/bloomreach,https://images.crunchbase.com/image/upload/t_cb-default-original/gimtcgmgfz6urftqhovd,Bloomreach,$2B,$422M
520,United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/dialpad,https://images.crunchbase.com/image/upload/t_cb-default-original/n6jrb2biayheywcaioev,Dialpad,$2B,$450M
521,Germany,Europe,General Atlantic,https://www.crunchbase.com/organization/nucom-group,https://images.crunchbase.com/image/upload/t_cb-default-original/fylmzzwgpz3abhyoscb6,NuCom Group,$2B,$550M
522,United States,North America,"7wire Ventures, General Catalyst",https://www.crunchbase.com/organization/transcarent,https://images.crunchbase.com/image/upload/t_cb-default-original/ijqgvfcsiiqa2rzyqdxc,Transcarent,$2B,$424M
523,United States,North America,"B Capital, Goldman Sachs Asset Management",https://www.crunchbase.com/organization/abe-4,https://images.crunchbase.com/image/upload/t_cb-default-original/oeqdtoal1iw4irsoppxw,Newfront,$2B,$310M
524,United States,North America,Linse Capital,https://www.crunchbase.com/organization/skydio,https://images.crunchbase.com/image/upload/t_cb-default-original/tbyfp5snivaxbf2dqevk,Skydio,$2B,$570M
525,Ireland,Europe,Michael Margolies,https://www.crunchbase.com/organization/planet-payment,https://images.crunchbase.com/image/upload/t_cb-default-original/fqxhm9dgmua4kbb80xre,Planet Payment,$2B,$21M
